Calc. Date= 05-04-2023. Time= 17:38:10
============================== SRIM-2013.00 ==============================
 =====================================================================
 =                   Ion Energy vs Position File                     =
 =====================================================================
 =   AXIS DEFINITIONS: X=Depth. Y.Z= Lateral plane of target surface.=
 =   (If beam enters target at an angle. this tilt is in Y direction)=
 =   Shown are: Ion Number. Energy (keV). X. Y. Z Position           =
 ==================  CALCULATION   DATA  =============================
  Ion Data: Name. Mass.   Energy . Energy Interval
           Ne     020.00  300000keV    5882352eV
 =====================================================================
Ion       Energy     Depth (X)     Y           Z       Electronic   Energy Lost to
Number    (keV)    (Angstrom)  (Angstrom)  (Angstrom)  Stop.(eV/A)  Last Recoil(eV)
------- ----------- ---------- ----------- ----------- -----------  ---------------
0000001 3.0000E+05  0.0000E+00  0.0000E+00  0.0000E+00  4.6357E-02  0.0000E+00
0000001 2.9410E+05  1.2870E+08 -2.5915E+04 -1.6663E+03  4.7126E-02  4.1609E+00
0000001 2.8814E+05  2.5914E+08 -1.1542E+05  8.8796E+04  4.7925E-02  8.4502E+01
0000001 2.8227E+05  3.8377E+08 -4.3861E+05  2.6118E+05  4.8737E-02  8.1668E+00
0000001 2.7641E+05  5.0641E+08 -7.5116E+05  3.4507E+05  4.9571E-02  6.2707E+00
0000001 2.7055E+05  6.2705E+08 -1.0098E+06  4.1693E+05  5.0431E-02  3.6691E+00
0000001 2.6460E+05  7.4211E+08 -1.3087E+06  4.1453E+05  5.1332E-02  4.0360E+00
0000001 2.5871E+05  8.5519E+08 -1.7239E+06  4.9861E+05  5.2251E-02  3.5857E+00
0000001 2.5284E+05  9.6629E+08 -2.1462E+06  5.4740E+05  5.3195E-02  6.0833E+01
0000001 2.4689E+05  1.0788E+09 -2.5778E+06  4.2911E+05  5.4185E-02  9.2577E+00
0000001 2.4108E+05  1.1826E+09 -3.0957E+06  3.7584E+05  5.5186E-02  1.2592E+01
0000001 2.3526E+05  1.2845E+09 -3.6428E+06  4.8047E+05  5.6222E-02  5.7508E+00
0000001 2.2940E+05  1.3877E+09 -4.1345E+06  5.3455E+05  5.7301E-02  4.2523E+00
