Calc. Date= 05-03-2023. Time= 10:16:18
============================== SRIM-2013.00 ==============================
 =====================================================================
 =                   Ion Energy vs Position File                     =
 =====================================================================
 =   AXIS DEFINITIONS: X=Depth. Y.Z= Lateral plane of target surface.=
 =   (If beam enters target at an angle. this tilt is in Y direction)=
 =   Shown are: Ion Number. Energy (keV). X. Y. Z Position           =
 ==================  CALCULATION   DATA  =============================
  Ion Data: Name. Mass.   Energy . Energy Interval
           Ca     040.00  600000keV    11764705eV
 =====================================================================
Ion       Energy     Depth (X)     Y           Z       Electronic   Energy Lost to
Number    (keV)    (Angstrom)  (Angstrom)  (Angstrom)  Stop.(eV/A)  Last Recoil(eV)
------- ----------- ---------- ----------- ----------- -----------  ---------------
0000001 6.0000E+05  0.0000E+00  0.0000E+00  0.0000E+00  1.6504E-01  0.0000E+00
0000001 5.8812E+05  7.0784E+07  5.5816E+03  5.1970E+04  1.6722E-01  3.4220E+00
0000001 5.7638E+05  1.4081E+08  1.0813E+05  2.6114E+05  1.6943E-01  1.1883E+01
0000001 5.6464E+05  2.0843E+08  3.8151E+05  6.3050E+05  1.7170E-01  1.0596E+01
0000001 5.5276E+05  2.7505E+08  6.7685E+05  9.5873E+05  1.7405E-01  9.1081E+00
0000001 5.4106E+05  3.4340E+08  9.5586E+05  1.2900E+06  1.7643E-01  3.5971E+01
0000001 5.2919E+05  4.1205E+08  1.2126E+06  1.5659E+06  1.7891E-01  5.5476E+00
0000001 5.1761E+05  4.7698E+08  1.5127E+06  1.8974E+06  1.8140E-01  8.2061E+00
0000001 5.0583E+05  5.4088E+08  1.7762E+06  2.2820E+06  1.8399E-01  5.2463E+00
0000001 4.9411E+05  6.0503E+08  2.0253E+06  2.6642E+06  1.8666E-01  1.7884E+01
0000001 4.8229E+05  6.6683E+08  2.2318E+06  3.0415E+06  1.8942E-01  7.3702E+00
0000001 4.7057E+05  7.2759E+08  2.4400E+06  3.4916E+06  1.9224E-01  5.9748E+00
0000001 4.5862E+05  7.8850E+08  2.6312E+06  4.0002E+06  1.9522E-01  4.2755E+00
