Calc. Date= 04-03-2023. Time= 11:13:48
============================== SRIM-2013.00 ==============================
 =====================================================================
 =                   Ion Energy vs Position File                     =
 =====================================================================
 =   AXIS DEFINITIONS: X=Depth. Y.Z= Lateral plane of target surface.=
 =   (If beam enters target at an angle. this tilt is in Y direction)=
 =   Shown are: Ion Number. Energy (keV). X. Y. Z Position           =
 ==================  CALCULATION   DATA  =============================
  Ion Data: Name. Mass.   Energy . Energy Interval
           He     004.00  5400keV    1000eV
 =====================================================================
Ion       Energy     Depth (X)     Y           Z       Electronic   Energy Lost to
Number    (keV)    (Angstrom)  (Angstrom)  (Angstrom)  Stop.(eV/A)  Last Recoil(eV)
------- ----------- ---------- ----------- ----------- -----------  ---------------
0000001 5.4000E+03  0.0000E+00  0.0000E+00  0.0000E+00  1.1845E-02  0.0000E+00
0000001 5.3925E+03  5.5419E+05  1.6239E-01 -6.3006E-02  1.1857E-02  2.2174E-01
0000001 5.3316E+03  5.4968E+06  2.1466E+03  4.1085E+02  1.1952E-02  2.5081E+00
0000001 5.2559E+03  1.2400E+07 -2.4005E+03  8.0241E+03  1.2072E-02  1.7397E+02
0000001 5.1815E+03  1.9223E+07  7.7943E+04  2.6589E+04  1.2193E-02  1.0759E+01
0000001 5.1003E+03  2.5967E+07  1.7842E+05  4.2699E+04  1.2327E-02  2.5670E+00
0000001 5.0274E+03  3.2625E+07  2.8037E+05  5.0897E+04  1.2451E-02  1.0914E+01
0000001 4.9427E+03  3.9204E+07  4.0119E+05  5.2357E+04  1.2598E-02  1.5709E+01
0000001 4.8637E+03  4.5694E+07  5.1416E+05  2.9350E+04  1.2738E-02  5.6015E+00
0000001 4.7918E+03  5.2099E+07  6.1112E+05  1.0232E+04  1.2869E-02  5.9064E+00
0000001 4.7053E+03  5.8428E+07  7.1795E+05  1.9687E+03  1.3031E-02  5.9399E+00
0000001 4.6270E+03  6.4663E+07  8.3816E+05 -3.1066E+03  1.3180E-02  3.2694E+00
0000001 4.5458E+03  7.0814E+07  9.4831E+05 -1.1146E+04  1.3340E-02  5.9510E+00
