Calc. Date= 05-04-2023. Time= 15:03:45
============================== SRIM-2013.00 ==============================
 =====================================================================
 =                   Ion Energy vs Position File                     =
 =====================================================================
 =   AXIS DEFINITIONS: X=Depth. Y.Z= Lateral plane of target surface.=
 =   (If beam enters target at an angle. this tilt is in Y direction)=
 =   Shown are: Ion Number. Energy (keV). X. Y. Z Position           =
 ==================  CALCULATION   DATA  =============================
  Ion Data: Name. Mass.   Energy . Energy Interval
           Ca     040.00  600000keV    11764705eV
 =====================================================================
Ion       Energy     Depth (X)     Y           Z       Electronic   Energy Lost to
Number    (keV)    (Angstrom)  (Angstrom)  (Angstrom)  Stop.(eV/A)  Last Recoil(eV)
------- ----------- ---------- ----------- ----------- -----------  ---------------
0000001 6.0000E+05  0.0000E+00  0.0000E+00  0.0000E+00  1.6504E-01  0.0000E+00
0000001 5.8802E+05  7.1302E+07 -1.1581E+03  2.3137E+04  1.6724E-01  3.3485E+01
0000001 5.7622E+05  1.3990E+08  5.6863E+03  2.6950E+04  1.6946E-01  7.8241E+00
0000001 5.6462E+05  2.0752E+08  3.5541E+04 -5.8431E+04  1.7170E-01  4.3873E+02
0000001 5.5293E+05  2.7553E+08  1.3634E+05 -1.9585E+05  1.7402E-01  1.3613E+01
0000001 5.4099E+05  3.4526E+08  2.3486E+05 -3.5645E+05  1.7644E-01  5.2377E+01
0000001 5.2924E+05  4.1121E+08  3.5403E+05 -5.0384E+05  1.7890E-01  1.5304E+01
0000001 5.1763E+05  4.7614E+08  4.7005E+05 -5.9117E+05  1.8139E-01  5.3437E+00
0000001 5.0571E+05  5.4134E+08  6.1184E+05 -6.9265E+05  1.8402E-01  6.6250E+00
0000001 4.9407E+05  6.0420E+08  7.4934E+05 -8.1605E+05  1.8667E-01  1.3502E+01
0000001 4.8223E+05  6.6854E+08  8.9291E+05 -1.0101E+06  1.8944E-01  1.7439E+01
0000001 4.7052E+05  7.3053E+08  1.0309E+06 -1.2177E+06  1.9225E-01  1.1954E+03
0000001 4.5872E+05  7.9145E+08  1.1816E+06 -1.3530E+06  1.9520E-01  1.2084E+02
