Calc. Date= 05-03-2023. Time= 10:07:23
============================== SRIM-2013.00 ==============================
 =====================================================================
 =                   Ion Energy vs Position File                     =
 =====================================================================
 =   AXIS DEFINITIONS: X=Depth. Y.Z= Lateral plane of target surface.=
 =   (If beam enters target at an angle. this tilt is in Y direction)=
 =   Shown are: Ion Number. Energy (keV). X. Y. Z Position           =
 ==================  CALCULATION   DATA  =============================
  Ion Data: Name. Mass.   Energy . Energy Interval
           Ne     020.00  300000keV    5882352eV
 =====================================================================
Ion       Energy     Depth (X)     Y           Z       Electronic   Energy Lost to
Number    (keV)    (Angstrom)  (Angstrom)  (Angstrom)  Stop.(eV/A)  Last Recoil(eV)
------- ----------- ---------- ----------- ----------- -----------  ---------------
0000001 3.0000E+05  0.0000E+00  0.0000E+00  0.0000E+00  4.6357E-02  0.0000E+00
0000001 2.9404E+05  1.2681E+08  4.2243E+03  8.7821E+04  4.7134E-02  2.9787E+00
0000001 2.8822E+05  2.4958E+08  1.2788E+05  2.9771E+05  4.7914E-02  4.5151E+00
0000001 2.8218E+05  3.7420E+08  9.7557E+04  6.4457E+05  4.8750E-02  5.5019E+00
0000001 2.7644E+05  4.9684E+08 -1.9529E+04  1.0366E+06  4.9567E-02  8.0704E+00
0000001 2.7050E+05  6.1749E+08 -2.6620E+04  1.3938E+06  5.0438E-02  5.5797E+00
0000001 2.6460E+05  7.3610E+08 -9.7358E+04  1.6850E+06  5.1331E-02  2.5671E+00
0000001 2.5868E+05  8.4916E+08 -3.2262E+05  1.8401E+06  5.2256E-02  6.1620E+00
0000001 2.5289E+05  9.6028E+08 -4.8878E+05  1.7583E+06  5.3187E-02  5.4402E+00
0000001 2.4697E+05  1.0694E+09 -6.7710E+05  1.5014E+06  5.4172E-02  6.3073E+00
0000001 2.4104E+05  1.1732E+09 -7.6416E+05  1.2117E+06  5.5193E-02  3.4945E+00
0000001 2.3511E+05  1.2784E+09 -7.9100E+05  8.7318E+05  5.6249E-02  2.9120E+01
0000001 2.2930E+05  1.3784E+09 -8.3448E+05  5.3125E+05  5.7319E-02  1.5000E+01
