Calc. Date= 05-04-2023. Time= 14:48:25
============================== SRIM-2013.00 ==============================
 =====================================================================
 =                   Ion Energy vs Position File                     =
 =====================================================================
 =   AXIS DEFINITIONS: X=Depth. Y.Z= Lateral plane of target surface.=
 =   (If beam enters target at an angle. this tilt is in Y direction)=
 =   Shown are: Ion Number. Energy (keV). X. Y. Z Position           =
 ==================  CALCULATION   DATA  =============================
  Ion Data: Name. Mass.   Energy . Energy Interval
           Sr     080.00  1200000keV    23529411eV
 =====================================================================
Ion       Energy     Depth (X)     Y           Z       Electronic   Energy Lost to
Number    (keV)    (Angstrom)  (Angstrom)  (Angstrom)  Stop.(eV/A)  Last Recoil(eV)
------- ----------- ---------- ----------- ----------- -----------  ---------------
0000001 1.2000E+06  0.0000E+00  0.0000E+00  0.0000E+00  5.1093E-01  0.0000E+00
0000001 1.1763E+06  4.5431E+07  1.7490E+04 -4.1711E+02  5.1661E-01  2.1840E+01
0000001 1.1529E+06  9.1282E+07  3.2864E+04 -1.6903E+04  5.2231E-01  4.6294E+01
0000001 1.1293E+06  1.3590E+08 -1.8743E+04 -5.5203E+04  5.2817E-01  9.2842E+00
0000001 1.1059E+06  1.7993E+08 -4.4847E+04 -1.0970E+05  5.3408E-01  1.0798E+02
0000001 1.0822E+06  2.2335E+08 -7.0266E+04 -1.6341E+05  5.4016E-01  7.7309E+01
0000001 1.0587E+06  2.6675E+08 -1.2031E+05 -2.1384E+05  5.4631E-01  6.5079E+00
0000001 1.0352E+06  3.0954E+08 -1.8921E+05 -2.7465E+05  5.5258E-01  9.5529E+00
0000001 1.0116E+06  3.5170E+08 -2.7299E+05 -3.3479E+05  5.5900E-01  5.8109E+01
0000001 9.8823E+05  3.9324E+08 -3.4859E+05 -3.9151E+05  5.6549E-01  5.3219E+00
0000001 9.6446E+05  4.3526E+08 -4.6010E+05 -4.5503E+05  5.7221E-01  6.3159E+01
0000001 9.4114E+05  4.7552E+08 -6.2730E+05 -5.3381E+05  5.7894E-01  5.6355E+00
0000001 9.1737E+05  5.1676E+08 -7.8208E+05 -6.5987E+05  5.8594E-01  5.2598E+00
