Calc. Date= 05-04-2023. Time= 15:03:23
============================== SRIM-2013.00 ==============================
 =====================================================================
 =                   Ion Energy vs Position File                     =
 =====================================================================
 =   AXIS DEFINITIONS: X=Depth. Y.Z= Lateral plane of target surface.=
 =   (If beam enters target at an angle. this tilt is in Y direction)=
 =   Shown are: Ion Number. Energy (keV). X. Y. Z Position           =
 ==================  CALCULATION   DATA  =============================
  Ion Data: Name. Mass.   Energy . Energy Interval
           Ne     020.00  300000keV    5882352eV
 =====================================================================
Ion       Energy     Depth (X)     Y           Z       Electronic   Energy Lost to
Number    (keV)    (Angstrom)  (Angstrom)  (Angstrom)  Stop.(eV/A)  Last Recoil(eV)
------- ----------- ---------- ----------- ----------- -----------  ---------------
0000001 3.0000E+05  0.0000E+00  0.0000E+00  0.0000E+00  4.6357E-02  0.0000E+00
0000001 2.9410E+05  1.2674E+08 -4.4471E+03 -5.3593E+04  4.7125E-02  9.2328E+00
0000001 2.8809E+05  2.5334E+08 -2.9928E+04 -1.7831E+05  4.7932E-02  3.4623E+00
0000001 2.8220E+05  3.7418E+08  6.6812E+02 -4.7619E+05  4.8747E-02  3.2793E+01
0000001 2.7647E+05  4.8939E+08 -4.6002E+04 -8.4607E+05  4.9563E-02  2.1101E+02
0000001 2.7042E+05  6.1004E+08 -3.0698E+05 -8.8665E+05  5.0450E-02  3.7622E+00
0000001 2.6469E+05  7.2507E+08 -4.8061E+05 -6.6798E+05  5.1317E-02  1.6335E+01
0000001 2.5882E+05  8.3466E+08 -7.5723E+05 -3.3671E+05  5.2234E-02  1.2427E+01
0000001 2.5294E+05  9.4579E+08 -1.2608E+06  1.6041E+05  5.3179E-02  3.6548E+00
0000001 2.4699E+05  1.0584E+09 -1.9202E+06  7.6684E+05  5.4168E-02  4.6007E+00
0000001 2.4111E+05  1.1655E+09 -2.5514E+06  1.3878E+06  5.5181E-02  4.1521E+00
0000001 2.3521E+05  1.2707E+09 -3.1528E+06  2.0666E+06  5.6232E-02  2.6587E+01
0000001 2.2930E+05  1.3771E+09 -3.8360E+06  2.7533E+06  5.7321E-02  6.0613E+00
