Calc. Date= 05-04-2023. Time= 16:52:41
============================== SRIM-2013.00 ==============================
 =====================================================================
 =                   Ion Energy vs Position File                     =
 =====================================================================
 =   AXIS DEFINITIONS: X=Depth. Y.Z= Lateral plane of target surface.=
 =   (If beam enters target at an angle. this tilt is in Y direction)=
 =   Shown are: Ion Number. Energy (keV). X. Y. Z Position           =
 ==================  CALCULATION   DATA  =============================
  Ion Data: Name. Mass.   Energy . Energy Interval
            H     002.00  8000keV    156862eV
 =====================================================================
Ion       Energy     Depth (X)     Y           Z       Electronic   Energy Lost to
Number    (keV)    (Angstrom)  (Angstrom)  (Angstrom)  Stop.(eV/A)  Last Recoil(eV)
------- ----------- ---------- ----------- ----------- -----------  ---------------
0000001 8.0000E+03  0.0000E+00  0.0000E+00  0.0000E+00  1.3089E-03  0.0000E+00
0000001 7.7941E+03  1.6458E+08 -7.6633E+04  1.5638E+05  1.3349E-03  9.1546E+00
0000001 7.6528E+03  2.7490E+08  2.3878E+05  4.9745E+05  1.3533E-03  3.8197E+00
0000001 7.5065E+03  3.8334E+08  5.0806E+05  1.2199E+06  1.3730E-03  2.5789E+00
0000001 7.3437E+03  4.8989E+08  9.3836E+05  2.2306E+06  1.3958E-03  6.6274E+00
0000001 7.1877E+03  5.9438E+08  1.6953E+06  3.5027E+06  1.4184E-03  2.4957E+00
0000001 7.0513E+03  6.9704E+08  2.6171E+06  4.6961E+06  1.4388E-03  3.1481E+00
0000001 6.8410E+03  8.4765E+08  3.5890E+06  6.0800E+06  1.4717E-03  2.7278E+00
0000001 6.6888E+03  9.4575E+08  3.9361E+06  6.9829E+06  1.4965E-03  2.4914E+00
0000001 6.5326E+03  1.0420E+09  4.3039E+06  8.2419E+06  1.5230E-03  2.1123E+01
0000001 6.3778E+03  1.1362E+09  4.7743E+06  9.1673E+06  1.5503E-03  4.3320E+00
0000001 6.2148E+03  1.2284E+09  5.2928E+06  1.0149E+07  1.5802E-03  4.9157E+00
0000001 6.0733E+03  1.3186E+09  6.5361E+06  1.0829E+07  1.6074E-03  2.5409E+00
0000001 5.9297E+03  1.4070E+09  7.6380E+06  1.1323E+07  1.6359E-03  4.1551E+00
