Calc. Date= 05-04-2023. Time= 15:00:38
============================== SRIM-2013.00 ==============================
 =====================================================================
 =                   Ion Energy vs Position File                     =
 =====================================================================
 =   AXIS DEFINITIONS: X=Depth. Y.Z= Lateral plane of target surface.=
 =   (If beam enters target at an angle. this tilt is in Y direction)=
 =   Shown are: Ion Number. Energy (keV). X. Y. Z Position           =
 ==================  CALCULATION   DATA  =============================
  Ion Data: Name. Mass.   Energy . Energy Interval
           Ne     020.00  300000keV    5882352eV
 =====================================================================
Ion       Energy     Depth (X)     Y           Z       Electronic   Energy Lost to
Number    (keV)    (Angstrom)  (Angstrom)  (Angstrom)  Stop.(eV/A)  Last Recoil(eV)
------- ----------- ---------- ----------- ----------- -----------  ---------------
0000001 3.0000E+05  0.0000E+00  0.0000E+00  0.0000E+00  4.6357E-02  0.0000E+00
0000001 2.9401E+05  1.2651E+08  9.1953E+04  1.7636E+05  4.7138E-02  5.7206E+00
0000001 2.8819E+05  2.4928E+08  2.9752E+03  3.7554E+05  4.7918E-02  3.5335E+00
0000001 2.8230E+05  3.7768E+08 -1.3731E+05  4.2263E+05  4.8733E-02  5.1391E+00
0000001 2.7644E+05  5.0034E+08 -1.4207E+05  4.4705E+05  4.9567E-02  3.9753E+00
0000001 2.7044E+05  6.2098E+08 -3.5907E+05  2.7669E+05  5.0447E-02  2.2001E+01
0000001 2.6463E+05  7.3243E+08 -8.4675E+05  5.0143E+04  5.1327E-02  3.6129E+00
0000001 2.5861E+05  8.4903E+08 -1.4150E+06 -3.4306E+05  5.2267E-02  3.9861E+02
0000001 2.5273E+05  9.5665E+08 -1.8683E+06 -7.2235E+05  5.3214E-02  7.1607E+00
0000001 2.4690E+05  1.0658E+09 -2.3578E+06 -1.0154E+06  5.4183E-02  3.9865E+00
0000001 2.4115E+05  1.1696E+09 -2.8016E+06 -1.3188E+06  5.5173E-02  1.1042E+01
0000001 2.3525E+05  1.2715E+09 -3.2847E+06 -1.7761E+06  5.6225E-02  2.5161E+00
0000001 2.2940E+05  1.3747E+09 -3.8589E+06 -2.4991E+06  5.7301E-02  1.3286E+01
