Calc. Date= 05-04-2023. Time= 15:00:37
============================== SRIM-2013.00 ==============================
 =====================================================================
 =                   Ion Energy vs Position File                     =
 =====================================================================
 =   AXIS DEFINITIONS: X=Depth. Y.Z= Lateral plane of target surface.=
 =   (If beam enters target at an angle. this tilt is in Y direction)=
 =   Shown are: Ion Number. Energy (keV). X. Y. Z Position           =
 ==================  CALCULATION   DATA  =============================
  Ion Data: Name. Mass.   Energy . Energy Interval
           He     004.00  15000keV    294117eV
 =====================================================================
Ion       Energy     Depth (X)     Y           Z       Electronic   Energy Lost to
Number    (keV)    (Angstrom)  (Angstrom)  (Angstrom)  Stop.(eV/A)  Last Recoil(eV)
------- ----------- ---------- ----------- ----------- -----------  ---------------
0000001 1.5000E+04  0.0000E+00  0.0000E+00  0.0000E+00  5.6128E-03  0.0000E+00
0000001 1.4695E+04  5.5314E+07 -7.8616E+04  5.7069E+04  5.7005E-03  4.2713E+00
0000001 1.4348E+04  1.1903E+08 -1.5812E+05  2.9812E+05  5.8038E-03  4.1716E+00
0000001 1.4084E+04  1.6592E+08 -1.5937E+05  4.6357E+05  5.8853E-03  1.0510E+01
0000001 1.3795E+04  2.1207E+08 -1.6106E+05  5.4738E+05  5.9773E-03  3.0672E+00
0000001 1.3518E+04  2.5742E+08 -2.4113E+05  5.8071E+05  6.0688E-03  2.7675E+01
0000001 1.3179E+04  3.1670E+08 -2.3781E+05  4.0730E+05  6.1851E-03  3.7282E+00
0000001 1.2914E+04  3.6033E+08 -1.3942E+05  3.6366E+05  6.2792E-03  2.0036E+00
0000001 1.2579E+04  4.1739E+08 -5.7471E+05  7.9945E+05  6.4035E-03  4.3896E+00
0000001 1.2339E+04  4.5934E+08 -1.2252E+06  1.4406E+06  6.4958E-03  5.9115E+00
0000001 1.2007E+04  5.1424E+08 -1.9551E+06  2.2126E+06  6.6284E-03  1.2480E+01
0000001 1.1721E+04  5.5453E+08 -2.3984E+06  2.7709E+06  6.7477E-03  3.6992E+00
0000001 1.1448E+04  5.9404E+08 -2.8048E+06  3.2324E+06  6.8659E-03  3.2994E+01
