Calc. Date= 05-04-2023. Time= 16:52:38
============================== SRIM-2013.00 ==============================
 =====================================================================
 =                   Ion Energy vs Position File                     =
 =====================================================================
 =   AXIS DEFINITIONS: X=Depth. Y.Z= Lateral plane of target surface.=
 =   (If beam enters target at an angle. this tilt is in Y direction)=
 =   Shown are: Ion Number. Energy (keV). X. Y. Z Position           =
 ==================  CALCULATION   DATA  =============================
  Ion Data: Name. Mass.   Energy . Energy Interval
            H     001.00  5000keV    98039eV
 =====================================================================
Ion       Energy     Depth (X)     Y           Z       Electronic   Energy Lost to
Number    (keV)    (Angstrom)  (Angstrom)  (Angstrom)  Stop.(eV/A)  Last Recoil(eV)
------- ----------- ---------- ----------- ----------- -----------  ---------------
0000001 5.0000E+03  0.0000E+00  0.0000E+00  0.0000E+00  1.1050E-03  0.0000E+00
0000001 4.8570E+03  1.4316E+08 -5.3271E+05  2.0661E+05  1.1298E-03  1.4131E+01
0000001 4.7708E+03  2.1053E+08 -1.4444E+06  7.3549E+05  1.1453E-03  2.1363E+00
0000001 4.6877E+03  2.7683E+08 -2.2198E+06  1.3499E+06  1.1608E-03  1.0808E+01
0000001 4.6039E+03  3.4210E+08 -2.7593E+06  1.5852E+06  1.1768E-03  2.2936E+00
0000001 4.4524E+03  4.6959E+08 -3.8502E+06  1.7638E+06  1.2071E-03  2.3960E+00
0000001 4.3879E+03  5.3193E+08 -4.4233E+06  1.7471E+06  1.2205E-03  3.8437E+00
0000001 4.3031E+03  5.9346E+08 -4.7520E+06  1.6483E+06  1.2387E-03  2.4250E+01
0000001 4.2133E+03  6.5393E+08 -5.2811E+06  9.6031E+05  1.2586E-03  4.5122E+00
0000001 4.0743E+03  7.7185E+08 -5.8096E+06 -8.7299E+05  1.2909E-03  4.0350E+00
0000001 3.9864E+03  8.2944E+08 -6.2653E+06 -1.9873E+06  1.3123E-03  3.0762E+00
0000001 3.9049E+03  8.8592E+08 -6.7229E+06 -3.2962E+06  1.3328E-03  1.8401E+01
0000001 3.7506E+03  9.9587E+08 -7.7019E+06 -5.4594E+06  1.3738E-03  2.0204E+00
