Calc. Date= 05-03-2023. Time= 10:15:49
============================== SRIM-2013.00 ==============================
 =====================================================================
 =                   Ion Energy vs Position File                     =
0000001 8.9402E+05  5.5340E+08 -2.9102E+05 -7.0507E+05  5.9296E-01  9.0254E+00
0000001 8.7055E+05  5.9277E+08 -2.8785E+05 -7.4698E+05  6.0019E-01  2.0397E+01
0000001 8.4682E+05  6.3251E+08 -3.0719E+05 -7.8466E+05  6.0766E-01  1.0718E+01
0000001 8.2343E+05  6.7053E+08 -3.1971E+05 -8.8094E+05  6.1518E-01  6.6831E+01
0000001 7.9997E+05  7.0836E+08 -3.6405E+05 -1.0516E+06  6.2294E-01  6.8743E+00
0000001 7.7630E+05  7.4647E+08 -4.2535E+05 -1.2507E+06  6.3095E-01  4.9014E+00
0000001 7.5274E+05  7.8337E+08 -4.8601E+05 -1.4303E+06  6.3913E-01  1.1888E+01
0000001 7.2933E+05  8.1955E+08 -5.4336E+05 -1.5870E+06  6.4749E-01  5.3549E+00
0000001 7.0566E+05  8.5592E+08 -6.1413E+05 -1.7558E+06  6.5617E-01  6.4199E+00
0000001 6.8221E+05  8.9153E+08 -7.0189E+05 -1.9401E+06  6.6501E-01  1.5165E+01
0000001 6.5865E+05  9.2682E+08 -7.6929E+05 -2.1113E+06  6.7418E-01  2.2435E+02
0000001 6.3519E+05  9.6176E+08 -7.8090E+05 -2.3064E+06  6.8358E-01  4.7932E+00
0000001 6.1156E+05  9.9589E+08 -7.6175E+05 -2.4414E+06  6.9334E-01  9.3325E+01
0000001 5.8797E+05  1.0296E+09 -7.2966E+05 -2.5896E+06  7.0340E-01  7.6853E+00
0000001 5.6456E+05  1.0629E+09 -7.0262E+05 -2.7905E+06  7.1371E-01  1.2949E+01
0000001 5.4099E+05  1.0958E+09 -6.9551E+05 -3.0212E+06  7.2444E-01  2.0836E+02
0000001 5.1760E+05  1.1278E+09 -6.6852E+05 -3.2251E+06  7.3545E-01  4.9107E+00
0000001 4.9411E+05  1.1592E+09 -6.3004E+05 -3.4475E+06  7.4685E-01  2.4461E+02
0000001 4.7055E+05  1.1898E+09 -5.8816E+05 -3.6706E+06  7.5864E-01  5.0442E+01
0000001 4.4697E+05  1.2208E+09 -5.3546E+05 -3.8642E+06  7.7080E-01  4.7266E+00
0000001 4.2332E+05  1.2512E+09 -4.9510E+05 -4.0097E+06  7.8332E-01  8.3549E+00
0000001 3.9994E+05  1.2809E+09 -3.8141E+05 -4.2236E+06  7.9598E-01  5.1200E+01
0000001 3.7643E+05  1.3105E+09 -2.8233E+05 -4.4869E+06  8.0894E-01  1.0144E+01
0000001 3.5290E+05  1.3393E+09 -2.0140E+05 -4.7622E+06  8.2201E-01  1.2956E+01
0000001 3.2938E+05  1.3676E+09 -1.6308E+05 -5.0317E+06  8.3503E-01  7.3647E+00
0000001 3.0569E+05  1.3955E+09 -1.8504E+05 -5.2651E+06  8.4788E-01  3.8666E+01
0000001 2.8234E+05  1.4227E+09 -2.0821E+05 -5.4955E+06  8.5994E-01  4.0900E+01
0000001 2.5863E+05  1.4501E+09 -2.0373E+05 -5.7673E+06  8.7112E-01  1.4945E+01
0000001 2.3522E+05  1.4768E+09 -2.3536E+05 -6.0354E+06  8.8047E-01  2.8963E+01
0000001 2.1162E+05  1.5033E+09 -2.9398E+05 -6.3079E+06  8.8726E-01  7.1988E+00
0000001 1.8823E+05  1.5297E+09 -3.6174E+05 -6.5798E+06  8.9206E-01  1.8028E+01
0000001 1.6470E+05  1.5560E+09 -4.9745E+05 -6.8024E+06  8.9112E-01  1.3532E+02
0000001 1.4111E+05  1.5827E+09 -5.2282E+05 -7.0718E+06  8.8145E-01  7.5538E+00
0000001 1.1760E+05  1.6096E+09 -5.8070E+05 -7.2973E+06  8.6374E-01  8.5342E+00
0000001 9.4090E+04  1.6374E+09 -5.9124E+05 -7.6685E+06  8.3074E-01  1.3245E+01
0000001 7.0565E+04  1.6669E+09 -4.8364E+05 -7.9446E+06  7.7618E-01  8.7507E+00
0000001 4.7004E+04  1.6985E+09 -2.9422E+05 -8.0665E+06  6.9028E-01  7.0973E+00
0000001 2.3488E+04  1.7364E+09 -4.5623E+04 -8.5150E+06  5.3614E-01  6.7359E+00
0000001 0.0000E+00  1.8189E+09  1.3152E+05 -1.7694E+07  0.0000E+00  4.7405E-01
0000002 1.2000E+06  0.0000E+00  0.0000E+00  0.0000E+00  5.1093E-01  0.0000E+00
0000002 1.1764E+06  4.5800E+07  9.3943E+03  3.8794E+03  5.1658E-01  1.4920E+01
0000002 1.1527E+06  9.2277E+07  2.7952E+04 -3.8975E+03  5.2235E-01  2.2636E+01
0000002 1.1293E+06  1.3690E+08  3.8392E+04 -3.8938E+04  5.2815E-01  1.9888E+01
0000002 1.1058E+06  1.8031E+08  7.1839E+04 -7.7352E+04  5.3410E-01  5.5370E+02
0000002 1.0823E+06  2.2373E+08  8.2581E+04 -1.1946E+05  5.4015E-01  1.7788E+01
0000002 1.0587E+06  2.6773E+08  7.2572E+04 -1.6528E+05  5.4632E-01  5.8636E+00
0000002 1.0352E+06  3.0934E+08  6.3495E+04 -2.1743E+05  5.5259E-01  6.9259E+00
0000002 1.0114E+06  3.5208E+08  6.8320E+04 -2.6653E+05  5.5906E-01  7.7998E+00
0000002 9.8822E+05  3.9304E+08  5.6826E+04 -3.2417E+05  5.6549E-01  4.6540E+00
0000002 9.6459E+05  4.3507E+08  1.1924E+04 -3.8425E+05  5.7217E-01  4.6969E+01
0000002 9.4099E+05  4.7588E+08 -1.8048E+04 -4.2815E+05  5.7898E-01  1.5503E+02
0000002 9.1762E+05  5.1604E+08 -1.9315E+04 -4.5977E+05  5.8586E-01  2.9353E+01
0000002 8.9388E+05  5.5661E+08  1.5920E+04 -4.5112E+05  5.9301E-01  3.2527E+01
0000002 8.7036E+05  5.9546E+08  4.8119E+04 -4.4282E+05  6.0025E-01  6.7901E+00
0000002 8.4704E+05  6.3416E+08  7.5199E+04 -4.3115E+05  6.0759E-01  4.9321E+00
0000002 8.2350E+05  6.7319E+08  8.5462E+04 -3.7955E+05  6.1516E-01  9.1316E+00
0000002 7.9981E+05  7.1152E+08  7.8570E+04 -3.1762E+05  6.2300E-01  7.0502E+00
0000002 7.7645E+05  7.4914E+08  7.4364E+04 -2.6868E+05  6.3090E-01  1.0956E+01
0000002 7.5276E+05  7.8652E+08  5.8436E+04 -2.4173E+05  6.3913E-01  2.2771E+02
0000002 7.2926E+05  8.2317E+08  3.2621E+04 -1.9309E+05  6.4751E-01  4.9438E+00
0000002 7.0571E+05  8.5908E+08 -2.0136E+03 -1.3813E+05  6.5615E-01  3.6063E+00
0000002 6.8213E+05  8.9514E+08 -3.5553E+04 -1.0034E+05  6.6504E-01  9.6240E+01
0000002 6.5873E+05  9.3043E+08 -7.8732E+04 -3.5079E+04  6.7415E-01  8.2066E+00
0000002 6.3512E+05  9.6537E+08 -1.3764E+05  7.8742E+04  6.8361E-01  8.9985E+00
0000002 6.1173E+05  9.9993E+08 -2.0945E+05  2.0855E+05  6.9327E-01  1.7929E+02
0000002 5.8803E+05  1.0337E+09 -2.6356E+05  3.5642E+05  7.0337E-01  2.7922E+01
0000002 5.6451E+05  1.0674E+09 -3.4114E+05  4.8788E+05  7.1374E-01  1.0869E+01
0000002 5.4088E+05  1.1002E+09 -4.3415E+05  6.1901E+05  7.2449E-01  8.2684E+00
0000002 5.1754E+05  1.1326E+09 -5.9215E+05  7.1954E+05  7.3547E-01  1.2943E+01
0000002 4.9392E+05  1.1652E+09 -8.3475E+05  8.2437E+05  7.4694E-01  9.2444E+00
0000002 4.7057E+05  1.1964E+09 -1.0825E+06  8.9363E+05  7.5863E-01  5.0931E+00
0000002 4.4689E+05  1.2275E+09 -1.3352E+06  9.0180E+05  7.7084E-01  5.6916E+01
0000002 4.2344E+05  1.2572E+09 -1.5604E+06  8.9430E+05  7.8326E-01  3.0617E+03
0000002 3.9981E+05  1.2872E+09 -1.7274E+06  9.2321E+05  7.9606E-01  6.2118E+00
0000002 3.7632E+05  1.3165E+09 -1.9157E+06  1.0126E+06  8.0899E-01  2.9574E+01
0000002 3.5282E+05  1.3450E+09 -2.1315E+06  1.0893E+06  8.2205E-01  1.7744E+01
0000002 3.2934E+05  1.3735E+09 -2.3187E+06  1.0929E+06  8.3506E-01  4.9754E+00
0000002 3.0569E+05  1.4017E+09 -2.3915E+06  1.0754E+06  8.4788E-01  6.5751E+00
0000002 2.8227E+05  1.4289E+09 -2.4093E+06  1.1454E+06  8.5998E-01  1.1256E+02
0000002 2.5878E+05  1.4566E+09 -2.4893E+06  1.2356E+06  8.7106E-01  6.2885E+00
0000002 2.3516E+05  1.4833E+09 -2.5384E+06  1.3082E+06  8.8049E-01  1.0523E+01
0000002 2.1163E+05  1.5096E+09 -2.5698E+06  1.3039E+06  8.8726E-01  6.3708E+01
0000002 1.8807E+05  1.5362E+09 -2.6112E+06  1.1943E+06  8.9214E-01  1.0878E+02
0000002 1.6451E+05  1.5627E+09 -2.7250E+06  9.6407E+05  8.9102E-01  5.6227E+00
0000002 1.4114E+05  1.5889E+09 -2.6559E+06  6.4359E+05  8.8147E-01  2.7699E+01
0000002 1.1763E+05  1.6160E+09 -2.5824E+06  1.2364E+05  8.6377E-01  9.0002E+00
0000002 9.4101E+04  1.6439E+09 -2.5484E+06 -4.8120E+05  8.3075E-01  1.3875E+02
0000002 7.0551E+04  1.6728E+09 -2.5285E+06 -9.6541E+05  7.7614E-01  1.3265E+01
0000002 4.6998E+04  1.7041E+09 -2.1654E+06 -1.2688E+06  6.9025E-01  1.7460E+01
0000002 2.3526E+04  1.7420E+09 -8.4321E+05 -9.6887E+05  5.3652E-01  6.8074E+00
0000002 0.0000E+00  1.8275E+09 -3.3737E+06  1.1549E+07  0.0000E+00  2.7188E-01
0000003 1.2000E+06  0.0000E+00  0.0000E+00  0.0000E+00  5.1093E-01  0.0000E+00
0000003 1.1763E+06  4.4853E+07  5.3427E+03  5.7581E+03  5.1662E-01  9.4284E+00
0000003 1.1527E+06  9.0703E+07  1.6434E+04  9.9889E+03  5.2236E-01  1.5441E+01
0000003 1.1292E+06  1.3532E+08  2.4734E+04  1.2526E+03  5.2820E-01  6.7053E+00
0000003 1.1056E+06  1.7934E+08  5.6937E+04 -2.7181E+04  5.3415E-01  5.7033E+00
0000003 1.0821E+06  2.2337E+08  1.5012E+05 -7.2123E+04  5.4019E-01  5.1770E+00
0000003 1.0585E+06  2.6617E+08  2.6211E+05 -1.2054E+05  5.4636E-01  7.0555E+00
0000003 1.0350E+06  3.0837E+08  3.6644E+05 -1.3756E+05  5.5263E-01  1.5904E+01
0000003 1.0117E+06  3.5052E+08  4.7181E+05 -1.3227E+05  5.5899E-01  1.6111E+01
0000003 9.8821E+05  3.9206E+08  6.2218E+05 -1.1026E+05  5.6550E-01  6.8512E+00
0000003 9.6454E+05  4.3352E+08  8.0989E+05 -6.9431E+04  5.7219E-01  9.7861E+00
0000003 9.4096E+05  4.7488E+08  9.8829E+05 -3.0818E+04  5.7899E-01  4.2352E+01
0000003 9.1743E+05  5.1505E+08  1.1464E+06  5.7038E+03  5.8592E-01  8.8346E+00
0000003 8.9392E+05  5.5562E+08  1.3375E+06  9.5930E+04  5.9299E-01  5.7631E+00
0000003 8.7039E+05  5.9446E+08  1.5137E+06  1.5044E+05  6.0024E-01  2.0698E+01
0000003 8.4699E+05  6.3419E+08  1.6764E+06  1.8901E+05  6.0761E-01  1.0217E+01
0000003 8.2332E+05  6.7271E+08  1.8161E+06  2.4247E+05  6.1522E-01  2.1583E+01
0000003 7.9991E+05  7.1104E+08  1.9663E+06  2.1638E+05  6.2296E-01  1.4577E+01
0000003 7.7636E+05  7.4817E+08  2.1201E+06  9.0353E+04  6.3093E-01  6.6409E+00
0000003 7.5291E+05  7.8507E+08  2.2868E+06 -3.6260E+04  6.3907E-01  3.4558E+00
0000003 7.2928E+05  8.2173E+08  2.4731E+06 -1.4945E+05  6.4750E-01  2.3322E+02
0000003 7.0574E+05  8.5902E+08  2.6422E+06 -2.6549E+05  6.5614E-01  6.2585E+00
0000003 6.8205E+05  8.9463E+08  2.8321E+06 -3.5715E+05  6.6507E-01  4.7313E+01
0000003 6.5877E+05  9.2948E+08  3.0274E+06 -4.3375E+05  6.7413E-01  5.5261E+01
0000003 6.3502E+05  9.6442E+08  3.2336E+06 -4.7660E+05  6.8365E-01  2.2662E+01
0000003 6.1147E+05  9.9855E+08  3.4675E+06 -5.3813E+05  6.9338E-01  2.6775E+01
0000003 5.8804E+05  1.0323E+09  3.6976E+06 -6.7770E+05  7.0337E-01  5.5586E+00
0000003 5.6444E+05  1.0656E+09  3.8880E+06 -8.2204E+05  7.1377E-01  3.9429E+00
0000003 5.4096E+05  1.0977E+09  4.0498E+06 -9.3678E+05  7.2446E-01  2.2030E+02
0000003 5.1755E+05  1.1289E+09  4.1381E+06 -1.0440E+06  7.3547E-01  6.1472E+00
0000003 4.9406E+05  1.1600E+09  4.1788E+06 -1.2366E+06  7.4687E-01  2.5139E+01
0000003 4.7036E+05  1.1912E+09  4.2126E+06 -1.4062E+06  7.5874E-01  1.0366E+01
0000003 4.4682E+05  1.2219E+09  4.1965E+06 -1.5756E+06  7.7087E-01  1.2971E+03
0000003 4.2338E+05  1.2520E+09  4.1743E+06 -1.7381E+06  7.8329E-01  1.4904E+02
0000003 3.9987E+05  1.2823E+09  4.1297E+06 -1.9244E+06  7.9602E-01  7.7240E+00
0000003 3.7634E+05  1.3119E+09  4.0635E+06 -2.1131E+06  8.0898E-01  4.3729E+00
0000003 3.5270E+05  1.3407E+09  3.9519E+06 -2.3074E+06  8.2212E-01  8.9379E+01
0000003 3.2922E+05  1.3693E+09  3.8217E+06 -2.5429E+06  8.3512E-01  1.2616E+01
0000003 3.0567E+05  1.3969E+09  3.7494E+06 -2.7840E+06  8.4788E-01  1.3422E+01
0000003 2.8217E+05  1.4246E+09  3.6864E+06 -3.0080E+06  8.6003E-01  7.4456E+00
0000003 2.5870E+05  1.4518E+09  3.6093E+06 -3.2250E+06  8.7109E-01  8.3006E+01
0000003 2.3514E+05  1.4785E+09  3.5590E+06 -3.4811E+06  8.8049E-01  4.0268E+01
0000003 2.1168E+05  1.5045E+09  3.5613E+06 -3.8369E+06  8.8724E-01  1.3588E+01
0000003 1.8809E+05  1.5311E+09  3.5451E+06 -4.2663E+06  8.9213E-01  5.2228E+00
0000003 1.6456E+05  1.5574E+09  3.5714E+06 -4.6983E+06  8.9104E-01  2.2804E+02
0000003 1.4104E+05  1.5842E+09  3.5678E+06 -5.1796E+06  8.8142E-01  9.2259E+00
0000003 1.1758E+05  1.6109E+09  3.4877E+06 -5.6539E+06  8.6372E-01  4.4114E+00
0000003 9.4090E+04  1.6387E+09  3.4769E+06 -6.0364E+06  8.3073E-01  2.9857E+01
0000003 7.0561E+04  1.6675E+09  3.4674E+06 -6.1490E+06  7.7617E-01  8.2112E+00
0000003 4.7015E+04  1.6993E+09  3.1682E+06 -6.1945E+06  6.9032E-01  4.5412E+00
0000003 2.3513E+04  1.7373E+09  2.0477E+06 -5.6577E+06  5.3639E-01  6.4005E+00
0000003 0.0000E+00  1.8220E+09 -2.1492E+06  3.9604E+06  0.0000E+00  3.1366E-01
0000004 1.2000E+06  0.0000E+00  0.0000E+00  0.0000E+00  5.1093E-01  0.0000E+00
0000004 1.1764E+06  4.7342E+07 -7.8819E+03  1.3131E+04  5.1658E-01  7.2565E+00
0000004 1.1528E+06  9.3818E+07  5.1513E+04 -1.3067E+03  5.2234E-01  4.6428E+01
0000004 1.1291E+06  1.3782E+08  1.5188E+05 -1.2783E+04  5.2822E-01  1.1273E+02
0000004 1.1058E+06  1.8185E+08  2.6891E+05 -1.5532E+04  5.3408E-01  9.4137E+00
0000004 1.0822E+06  2.2587E+08  3.8022E+05 -6.4840E+04  5.4016E-01  2.0622E+01
0000004 1.0587E+06  2.6986E+08  4.4581E+05 -1.2510E+05  5.4632E-01  5.4118E+00
0000004 1.0352E+06  3.1206E+08  5.0099E+05 -1.7609E+05  5.5260E-01  1.7873E+01
0000004 1.0115E+06  3.5422E+08  5.3219E+05 -2.1074E+05  5.5905E-01  3.2857E+00
0000004 9.8804E+05  3.9689E+08  5.3959E+05 -2.3412E+05  5.6554E-01  5.3452E+00
0000004 9.6450E+05  4.3835E+08  5.2006E+05 -3.3049E+05  5.7220E-01  1.7802E+01
0000004 9.4107E+05  4.7861E+08  5.0240E+05 -4.2324E+05  5.7896E-01  2.4807E+01
0000004 9.1737E+05  5.1931E+08  4.8958E+05 -4.8488E+05  5.8594E-01  5.3019E+01
0000004 8.9400E+05  5.5936E+08  4.5740E+05 -5.8245E+05  5.9297E-01  6.4702E+00
0000004 8.7051E+05  5.9926E+08  4.5558E+05 -6.5208E+05  6.0021E-01  5.6928E+00
0000004 8.4695E+05  6.3847E+08  4.5158E+05 -7.1845E+05  6.0762E-01  3.4678E+01
0000004 8.2343E+05  6.7649E+08  4.6812E+05 -7.8804E+05  6.1519E-01  4.3860E+01
0000004 7.9997E+05  7.1482E+08  4.8156E+05 -8.8423E+05  6.2294E-01  6.1419E+00
0000004 7.7631E+05  7.5244E+08  4.7677E+05 -9.8214E+05  6.3094E-01  4.0746E+01
0000004 7.5275E+05  7.8934E+08  4.3538E+05 -1.0538E+06  6.3913E-01  5.5988E+01
0000004 7.2918E+05  8.2599E+08  3.9905E+05 -1.0821E+06  6.4754E-01  8.8592E+00
0000004 7.0581E+05  8.6190E+08  3.6456E+05 -1.0910E+06  6.5611E-01  1.7506E+01
0000004 6.8224E+05  8.9797E+08  3.5720E+05 -1.0843E+06  6.6500E-01  1.0071E+01
0000004 6.5876E+05  9.3282E+08  3.1940E+05 -1.0731E+06  6.7414E-01  1.0148E+01
0000004 6.3515E+05  9.6733E+08  2.6456E+05 -1.0619E+06  6.8359E-01  6.8102E+00
0000004 6.1148E+05  1.0015E+09  2.2991E+05 -1.0330E+06  6.9337E-01  6.2614E+00
0000004 5.8811E+05  1.0344E+09  2.1737E+05 -1.0004E+06  7.0334E-01  5.6870E+00
0000004 5.6448E+05  1.0673E+09  1.1250E+05 -8.3829E+05  7.1375E-01  9.7780E+00
0000004 5.4110E+05  1.0998E+09 -3.3817E+03 -6.6871E+05  7.2439E-01  1.0389E+01
0000004 5.1752E+05  1.1317E+09 -1.4517E+05 -5.3784E+05  7.3548E-01  5.2990E+00
0000004 4.9400E+05  1.1636E+09 -2.9319E+05 -4.2094E+05  7.4690E-01  1.8607E+01
0000004 4.7042E+05  1.1948E+09 -4.1886E+05 -2.8602E+05  7.5871E-01  5.4516E+00
0000004 4.4686E+05  1.2255E+09 -5.4655E+05 -1.0992E+05  7.7085E-01  1.1857E+03
0000004 4.2329E+05  1.2556E+09 -6.9200E+05  4.9430E+04  7.8333E-01  9.1637E+00
0000004 3.9991E+05  1.2849E+09 -8.4473E+05  1.8495E+05  7.9600E-01  1.6568E+01
0000004 3.7625E+05  1.3145E+09 -9.4504E+05  3.3150E+05  8.0904E-01  5.5819E+00
0000004 3.5276E+05  1.3430E+09 -1.0332E+06  4.2071E+05  8.2208E-01  1.1321E+01
0000004 3.2924E+05  1.3713E+09 -1.1129E+06  5.1303E+05  8.3511E-01  2.7357E+01
0000004 3.0586E+05  1.3989E+09 -1.1740E+06  5.7373E+05  8.4778E-01  1.3948E+01
0000004 2.8234E+05  1.4264E+09 -1.1962E+06  5.9219E+05  8.5994E-01  7.5980E+00
0000004 2.5871E+05  1.4540E+09 -1.2499E+06  6.5707E+05  8.7109E-01  7.7294E+00
0000004 2.3521E+05  1.4807E+09 -1.3281E+06  7.6374E+05  8.8047E-01  6.9278E+00
0000004 2.1172E+05  1.5071E+09 -1.4177E+06  8.4729E+05  8.8723E-01  1.2728E+01
0000004 1.8805E+05  1.5337E+09 -1.4053E+06  1.0140E+06  8.9215E-01  1.0817E+01
0000004 1.6466E+05  1.5596E+09 -1.4097E+06  1.1532E+06  8.9109E-01  1.0815E+01
0000004 1.4115E+05  1.5862E+09 -1.3839E+06  1.2418E+06  8.8147E-01  4.2148E+01
0000004 1.1753E+05  1.6130E+09 -1.3861E+06  1.2501E+06  8.6367E-01  2.8703E+01
0000004 9.4035E+04  1.6410E+09 -1.4239E+06  1.2515E+06  8.3064E-01  8.5701E+01
0000004 7.0582E+04  1.6700E+09 -1.7680E+06  1.3140E+06  7.7623E-01  6.3171E+00
0000004 4.7049E+04  1.7016E+09 -2.1062E+06  1.4780E+06  6.9048E-01  8.3733E+02
0000004 2.3506E+04  1.7389E+09 -2.8836E+06  2.3358E+06  5.3632E-01  2.2456E+01
0000004 0.0000E+00  1.8287E+09 -1.0807E+07 -3.1887E+06  0.0000E+00  5.4562E-01
0000005 1.2000E+06  0.0000E+00  0.0000E+00  0.0000E+00  5.1093E-01  0.0000E+00
0000005 1.1765E+06  4.6039E+07  2.4660E+04 -2.7941E+03  5.1657E-01  2.0416E+01
0000005 1.1528E+06  9.1885E+07  4.9918E+04 -2.1831E+02  5.2233E-01  1.8227E+01
0000005 1.1292E+06  1.3651E+08  8.6913E+04 -2.8178E+04  5.2819E-01  5.4914E+01
0000005 1.1056E+06  1.8114E+08  1.0254E+05 -8.0824E+04  5.3415E-01  1.5803E+01
0000005 1.0822E+06  2.2515E+08  9.0145E+04 -1.3671E+05  5.4016E-01  1.3567E+01
0000005 1.0585E+06  2.6856E+08  5.7374E+04 -2.0111E+05  5.4638E-01  1.7436E+01
0000005 1.0351E+06  3.1134E+08  6.2956E+04 -2.5974E+05  5.5261E-01  1.5939E+01
0000005 1.0117E+06  3.5350E+08  1.1512E+05 -3.2061E+05  5.5898E-01  7.0141E+00
0000005 9.8824E+05  3.9447E+08  1.8325E+05 -3.9100E+05  5.6549E-01  9.0788E+03
0000005 9.6443E+05  4.3706E+08  2.3878E+05 -5.1097E+05  5.7222E-01  7.9877E+00
0000005 9.4112E+05  4.7787E+08  3.3043E+05 -6.6950E+05  5.7895E-01  1.1984E+01
0000005 9.1742E+05  5.1912E+08  4.2239E+05 -8.4078E+05  5.8593E-01  2.6691E+01
0000005 8.9399E+05  5.5863E+08  5.1578E+05 -1.0028E+06  5.9297E-01  5.4585E+01
0000005 8.7052E+05  5.9853E+08  7.1588E+05 -1.1376E+06  6.0020E-01  2.3328E+01
0000005 8.4699E+05  6.3671E+08  9.5345E+05 -1.2461E+06  6.0761E-01  7.3898E+01
0000005 8.2341E+05  6.7473E+08  1.1783E+06 -1.3288E+06  6.1519E-01  1.1903E+01
0000005 7.9997E+05  7.1256E+08  1.4245E+06 -1.3993E+06  6.2294E-01  4.6045E+00
0000005 7.7624E+05  7.5018E+08  1.6648E+06 -1.4694E+06  6.3097E-01  4.8928E+00
0000005 7.5278E+05  7.8660E+08  1.9223E+06 -1.5194E+06  6.3912E-01  6.2448E+00
0000005 7.2919E+05  8.2371E+08  2.2008E+06 -1.5325E+06  6.4754E-01  1.5261E+01
0000005 7.0567E+05  8.6008E+08  2.4574E+06 -1.5567E+06  6.5617E-01  5.4975E+00
0000005 6.8224E+05  8.9524E+08  2.6575E+06 -1.6153E+06  6.6500E-01  9.3138E+01
0000005 6.5872E+05  9.3009E+08  2.8589E+06 -1.6489E+06  6.7415E-01  1.1692E+01
0000005 6.3526E+05  9.6417E+08  3.0910E+06 -1.6620E+06  6.8355E-01  1.9997E+01
0000005 6.1157E+05  9.9873E+08  3.3867E+06 -1.6737E+06  6.9334E-01  1.3067E+01
0000005 5.8800E+05  1.0325E+09  3.6967E+06 -1.6839E+06  7.0339E-01  4.0423E+01
0000005 5.6465E+05  1.0646E+09  4.0166E+06 -1.6462E+06  7.1368E-01  4.6429E+01
0000005 5.4114E+05  1.0978E+09  4.3471E+06 -1.5684E+06  7.2437E-01  1.5372E+01
0000005 5.1747E+05  1.1302E+09  4.6556E+06 -1.4835E+06  7.3551E-01  2.8172E+01
0000005 4.9401E+05  1.1620E+09  4.9582E+06 -1.4166E+06  7.4690E-01  6.5005E+00
0000005 4.7057E+05  1.1936E+09  5.2463E+06 -1.3200E+06  7.5863E-01  2.3516E+01
0000005 4.4705E+05  1.2243E+09  5.4575E+06 -1.2038E+06  7.7075E-01  1.2699E+02
0000005 4.2341E+05  1.2547E+09  5.6466E+06 -1.0893E+06  7.8327E-01  2.0983E+01
0000005 3.9994E+05  1.2847E+09  5.7831E+06 -9.3849E+05  7.9598E-01  4.3820E+00
0000005 3.7635E+05  1.3137E+09  5.8577E+06 -7.4470E+05  8.0898E-01  5.7522E+00
0000005 3.5285E+05  1.3422E+09  5.9028E+06 -5.9402E+05  8.2203E-01  4.6542E+00
0000005 3.2940E+05  1.3699E+09  5.9582E+06 -4.6399E+05  8.3502E-01  5.9954E+00
0000005 3.0568E+05  1.3975E+09  6.0095E+06 -3.0895E+05  8.4788E-01  5.6124E+00
0000005 2.8222E+05  1.4252E+09  6.0445E+06 -1.3825E+05  8.6000E-01  1.0391E+02
0000005 2.5871E+05  1.4524E+09  6.0854E+06 -1.5391E+04  8.7109E-01  1.4706E+01
0000005 2.3509E+05  1.4793E+09  6.0544E+06  1.3886E+05  8.8051E-01  2.0545E+01
0000005 2.1166E+05  1.5063E+09  6.0246E+06  3.2044E+05  8.8725E-01  6.2542E+01
0000005 1.8808E+05  1.5325E+09  6.0933E+06  4.7022E+05  8.9214E-01  4.3304E+01
0000005 1.6458E+05  1.5588E+09  6.2003E+06  5.8991E+05  8.9105E-01  2.5890E+01
0000005 1.4103E+05  1.5854E+09  6.3314E+06  7.3357E+05  8.8142E-01  1.0007E+01
0000005 1.1756E+05  1.6123E+09  6.5400E+06  9.1644E+05  8.6370E-01  5.4523E+00
